Id,Reputation,CreationDate,DisplayName,LastAccessDate,WebsiteUrl,Location,Views,UpVotes,DownVotes,Age,ProfileImageUrl,ImageName
240,281,20-07-2010 15:52,bmargulies,08-09-2014 18:12,http://dssheep.blogspot.com/,Massachusetts,31,8,0,55,NULL,NULL
241,101,20-07-2010 16:08,Nick Haslam,23-07-2010 08:44,http://oldnick.typepad.com/msblog/,"England, United Kingdom",0,0,0,41,NULL,NULL
246,101,20-07-2010 18:22,Robert Cartaino,08-09-2014 14:34,NULL,"Palm Bay, FL",9,0,1,NULL,NULL,NULL
247,898,20-07-2010 19:05,PeterR,12-09-2014 17:01,NULL,NULL,104,82,3,NULL,NULL,NULL
248,101,20-07-2010 19:10,Michael Pryor,12-04-2014 15:14,http://www.fogcreek.com,"New York, NY",0,1,0,38,NULL,NULL
250,131,21-07-2010 01:16,Opt,10-09-2014 02:03,NULL,NULL,6,9,0,NULL,NULL,NULL
251,7931,21-07-2010 03:28,ars,26-02-2014 14:27,NULL,NULL,984,819,0,NULL,NULL,NULL
252,315,21-07-2010 04:21,Rizwan Kassim,11-12-2013 09:37,http://www.geekymedia.com,"Los Angeles, CA",40,8,0,33,NULL,NULL
253,5309,21-07-2010 07:53,Tal Galili,02-09-2014 14:18,http://www.r-statistics.com,Israel,1147,1160,5,33,NULL,NULL
254,101,21-07-2010 10:25,Zano,30-03-2014 00:23,NULL,"Stockholm, Sweden",0,3,0,44,NULL,NULL
255,195,21-07-2010 10:33,Max,17-03-2014 18:23,NULL,NULL,11,32,0,NULL,NULL,NULL
256,171,21-07-2010 12:09,Mojo,31-07-2010 11:25,NULL,"Sydney, Australia",6,2,0,37,NULL,NULL
257,121,21-07-2010 12:50,RobinGower,13-06-2013 14:48,http://infonomics.ltd.uk,"Manchester, United Kingdom",2,2,0,NULL,NULL,NULL
258,101,21-07-2010 14:38,yoyoyoyosef,11-09-2014 13:56,NULL,NULL,1,9,0,NULL,NULL,NULL
259,138,21-07-2010 19:51,MikeF,20-08-2011 22:25,http://thelastpixel.net/,NULL,6,3,0,NULL,NULL,NULL
260,526,21-07-2010 20:21,Hbar,13-05-2014 11:58,http://none,"Washington, DC",24,2,0,52,NULL,NULL
261,442,21-07-2010 21:38,robintw,08-09-2014 14:16,http://www.rtwilson.com,"England, United Kingdom",84,30,2,26,NULL,NULL
263,101,22-07-2010 04:38,Ramesh Soni,09-11-2010 08:54,http://www.dailycoding.com,India,4,0,0,31,NULL,NULL
264,4701,22-07-2010 05:56,steffen,07-09-2014 15:02,https://twitter.com/MLWiDA,NULL,839,1408,55,NULL,http://i.stack.imgur.com/GTHqI.jpg,GTHqI.jpg
266,1272,22-07-2010 10:01,Freya Harrison,12-09-2014 11:30,http://sessrumnir.wikidot.com,NULL,335,108,1,NULL,https://www.gravatar.com/avatar/7d6524e509c8607ab65d9d8173071fe5?s=128&d=identicon&r=PG&f=1,NULL
267,91,22-07-2010 10:51,Statisfactions,02-12-2012 18:53,NULL,NULL,17,4,0,NULL,NULL,NULL
268,101,22-07-2010 11:14,James Webster,04-09-2010 05:22,http://www.thenewsbeforethenews.com,"Brisbane, Australia",4,1,0,39,NULL,NULL
270,229,22-07-2010 14:55,AdamV,27-07-2010 12:48,http://blog.crmguru.co.uk,"Leeds, United Kingdom",25,4,0,NULL,NULL,NULL
273,1384,23-07-2010 01:54,Hibernating,10-09-2014 15:45,NULL,NULL,87,17,0,NULL,NULL,NULL
275,101,24-07-2010 17:44,rz_,21-12-2013 00:01,http://metarz.net,"Chicago, IL",0,0,0,32,NULL,NULL
276,201,24-07-2010 20:31,Scott Weinstein,15-12-2013 01:44,http://weblogs.asp.net/sweinstein,"New York, NY",17,10,0,40,NULL,NULL
277,131,25-07-2010 15:46,Ramnath,08-09-2014 04:02,NULL,"Montreal, Canada",22,1,0,NULL,NULL,NULL
278,101,26-07-2010 16:14,Tate Hansen,06-12-2013 14:47,http://www.clearnetsec.com/,Colorado,7,0,0,NULL,NULL,NULL
279,6176,26-07-2010 17:02,Aniko,12-09-2014 21:29,NULL,"Milwaukee, WI",374,578,8,NULL,NULL,NULL
280,101,26-07-2010 17:50,Michael Kuhn,26-08-2014 07:28,http://www.mckuhn.de,"Dresden, Germany",1,27,0,NULL,NULL,NULL
281,101,26-07-2010 19:08,arathorn,27-09-2010 19:17,http://stats.stackexchange.com,Texas,1,0,0,36,NULL,NULL
282,101,26-07-2010 19:09,Ben Schwehn,23-07-2014 05:49,http://bschwehn.de,"Edinburgh, United Kingdom",7,2,0,35,NULL,NULL
283,118,26-07-2010 19:11,user283,24-10-2011 14:39,NULL,NULL,5,23,0,NULL,NULL,NULL
284,190,26-07-2010 19:11,griffin,17-01-2013 01:12,NULL,NULL,10,191,0,NULL,NULL,NULL
285,223,26-07-2010 19:12,Lazer,20-07-2012 13:10,NULL,NULL,6,3,0,NULL,NULL,NULL
287,847,26-07-2010 19:16,JoFrhwld,08-09-2014 18:00,NULL,NULL,73,19,0,NULL,NULL,NULL
288,86,26-07-2010 19:17,Shrey,14-07-2012 23:10,NULL,California,3,9,0,29,NULL,NULL
290,129,26-07-2010 19:19,Bunnenberg,22-06-2014 14:06,NULL,NULL,127,8,4,NULL,http://i.stack.imgur.com/FluI8.jpg,FluI8.jpg
291,251,26-07-2010 19:19,apeescape,29-02-2012 02:10,NULL,NULL,17,51,0,NULL,NULL,NULL
292,138,26-07-2010 19:19,warren,21-05-2014 16:11,http://antipaucity.com,"Lexington, KY",13,15,4,33,http://i.stack.imgur.com/sQFX6.jpg,sQFX6.jpg
293,101,26-07-2010 19:20,dagorym,26-07-2010 19:20,http://www.thomasstephens.info,"Spanish Fork, UT",0,0,0,42,NULL,NULL
297,103,26-07-2010 19:24,Maxim Zaslavsky,22-07-2013 17:35,http://maximzaslavsky.com,"San Diego, CA",2,17,0,17,NULL,NULL
298,111,26-07-2010 19:25,ansate,20-06-2013 20:30,NULL,NULL,6,2,0,NULL,NULL,NULL
300,524,26-07-2010 19:27,Dr G,25-08-2014 20:25,NULL,NULL,44,223,0,NULL,NULL,NULL
301,155,26-07-2010 19:28,MatthewMartin,02-05-2014 16:34,http://buddhism.wakayos.com,United States,6,6,1,41,NULL,NULL
302,246,26-07-2010 19:29,DrewConway,05-12-2013 19:01,http://www.drewconway.com/,"New York, NY",36,17,1,NULL,NULL,NULL
303,238,26-07-2010 19:30,John Myles White,13-05-2014 20:08,http://www.johnmyleswhite.com,"Princeton, NJ",140,1,1,33,NULL,NULL
305,118,26-07-2010 19:33,Joe Philllips,28-02-2014 13:15,NULL,United States,24,4,0,29,NULL,NULL
307,4829,26-07-2010 19:35,Bernd Weiss,13-09-2014 14:57,http://berndweiss.net,"Cologne, Germany",1088,692,3,NULL,NULL,NULL
308,101,26-07-2010 19:37,Scott Morrison,29-08-2013 02:11,http://tqft.net/,"Berkeley, CA",3,0,0,35,NULL,NULL
310,101,26-07-2010 19:43,Michael Mior,06-05-2014 12:37,http://michael.mior.ca/,"Waterloo, Canada",0,0,0,NULL,NULL,NULL
311,101,26-07-2010 19:44,Mike Polen,13-12-2013 14:22,http://about.me/mwpolen,"Richmond, VA",1,0,0,48,NULL,NULL
314,101,26-07-2010 19:46,NickAldwin,03-07-2013 02:42,http://nick.aldwin.us/,NULL,1,0,0,NULL,NULL,NULL
315,611,26-07-2010 19:46,niko,11-09-2014 12:36,http://mypetprojects.blogspot.com/,Slovenia,49,2,0,32,NULL,NULL
316,101,26-07-2010 19:46,Nick Gotch,04-08-2010 23:56,http://www.offbitstudios.com,"San Diego, CA",0,0,0,36,NULL,NULL
317,81,26-07-2010 19:53,Tim,29-12-2013 21:48,NULL,"Altadena, CA",24,0,0,NULL,NULL,NULL
319,1994,26-07-2010 20:00,John D. Cook,25-04-2014 12:52,http://www.johndcook.com,"Houston, TX",523,62,0,NULL,NULL,NULL
320,101,26-07-2010 20:01,Matěj G.,24-07-2014 16:27,http://mgrabovsky.net,Czech Republic,0,3,0,19,NULL,NULL
322,101,26-07-2010 20:04,repka,19-05-2013 01:30,NULL,"New York, NY",0,0,0,NULL,NULL,NULL
325,101,26-07-2010 20:11,Erv Walter,26-07-2010 20:11,http://ewal.net,"Madison, WI",1,0,0,40,NULL,NULL
326,101,26-07-2010 20:12,Steffen Opel,19-12-2012 17:16,http://opelbrothers.net/,Germany,5,5,0,46,NULL,NULL
327,303,26-07-2010 20:14,hslc,27-07-2010 13:17,NULL,NULL,36,0,0,NULL,NULL,NULL
329,101,26-07-2010 20:20,John Gietzen,13-11-2011 00:32,http://twitter.com/otac0n,"Seattle, WA",1,0,0,29,NULL,NULL
330,101,26-07-2010 20:20,Jeffrey,07-08-2012 19:26,http://stackoverflow.com,United States,1,0,0,29,NULL,NULL
333,1233,26-07-2010 20:29,user333,13-03-2012 00:16,NULL,NULL,104,75,4,NULL,NULL,NULL
334,5134,26-07-2010 20:29,Dirk Eddelbuettel,10-09-2014 20:11,http://dirk.eddelbuettel.com,"Chicago, IL",842,58,9,NULL,NULL,NULL
335,101,26-07-2010 20:30,Michael Schneider,16-07-2014 02:27,http://michaeldschneider.com,"Livermore, CA",0,4,0,NULL,NULL,NULL
338,126,26-07-2010 20:48,awshepard,24-01-2013 18:40,NULL,United States,2,0,0,27,NULL,NULL
339,3039,26-07-2010 20:58,George Dontas,14-08-2014 20:22,http://www.linkedin.com/in/gd047,Hellas,363,125,0,47,http://i.stack.imgur.com/IPbxC.jpg,IPbxC.jpg
340,101,26-07-2010 20:59,txwikinger,12-03-2013 19:36,http://drupal.txwikinger.me.uk,Canada,4,0,0,48,NULL,NULL
344,101,26-07-2010 21:12,mafutrct,25-10-2011 09:26,http://mafutrct.de/blog,Germany,0,0,0,27,NULL,NULL
346,101,26-07-2010 21:17,Jared Updike,28-07-2010 21:36,http://www.updike.org/,"Los Angeles, CA",0,4,0,33,NULL,NULL
347,101,26-07-2010 21:19,Gelatin,12-01-2014 15:25,NULL,United Kingdom,0,0,0,NULL,https://www.gravatar.com/avatar/94d06629fa35471de63c4a428771db65?s=128&d=identicon&r=PG&f=1,NULL
350,101,26-07-2010 21:31,JSchlather,15-12-2012 19:35,http://homepages.uc.edu/~schlatjj/,NULL,1,2,0,25,NULL,NULL
351,101,26-07-2010 21:36,antony.trupe,29-07-2014 20:23,http://antonytrupe.com,"Lynchburg, VA",8,1,0,32,NULL,NULL
352,793,26-07-2010 21:46,Robby McKilliam,10-09-2014 07:02,http://www.itr.unisa.edu.au/~mckillrg,NULL,99,236,2,NULL,NULL,NULL
353,101,26-07-2010 21:47,Jack Kada,14-03-2013 18:06,NULL,NULL,6,2,0,NULL,NULL,NULL
354,101,26-07-2010 21:47,joshdick,06-08-2014 14:02,http://www.karstendick.com,"Philadelphia, PA",1,3,0,28,NULL,NULL
357,101,26-07-2010 22:04,keyle,27-07-2010 00:29,http://idletogether.com/,Australia,0,3,0,34,NULL,NULL
358,51,26-07-2010 22:08,Georgi,08-10-2011 17:59,NULL,"Brussels, Belgium",4,12,0,NULL,NULL,NULL
360,101,26-07-2010 22:25,therefromhere,03-12-2011 03:33,NULL,"Auckland, New Zealand",1,0,0,37,NULL,NULL
362,101,26-07-2010 22:33,CodeKiwi,09-09-2014 05:54,http://blog.codekiwi.com,Australia,0,0,1,33,NULL,NULL
364,5442,26-07-2010 22:38,Mike Lawrence,14-07-2014 00:30,http://thinkingaboutthinking.org,"Halifax, Canada",671,115,2,NULL,NULL,NULL
365,101,26-07-2010 22:45,Drake,05-12-2013 11:29,http://www.dota2.it,Italy,1,2,0,34,NULL,NULL
366,21,26-07-2010 22:57,Scott Manderson,04-08-2010 04:51,NULL,NULL,14,0,0,NULL,NULL,NULL
367,111,26-07-2010 23:48,imoatama,21-07-2012 04:03,NULL,"Melbourne, Australia",0,0,0,NULL,NULL,NULL
368,369,27-07-2010 00:09,Alekk,12-04-2014 17:04,http://linbaba.wordpress.com/,NULL,18,5,0,NULL,NULL,NULL
369,29,27-07-2010 00:21,user369,25-08-2014 18:21,NULL,NULL,1,0,0,NULL,NULL,NULL
371,101,27-07-2010 00:27,miloshadzic,13-12-2010 13:17,http://miloshadzic.com,"Belgrade, Serbia",1,0,0,27,NULL,NULL
373,101,27-07-2010 00:45,KahWee Teng,10-09-2010 19:14,http://i.justrealized.com,"Singapore, Singapore",1,13,0,29,NULL,NULL
374,101,27-07-2010 01:23,John Smith,01-08-2014 18:13,NULL,NULL,1,0,0,NULL,NULL,NULL
375,529,27-07-2010 01:32,Eduardo Leoni,18-03-2014 13:43,http://eduardoleoni.com,"Salvador, Brazil",46,9,0,39,NULL,NULL
377,101,27-07-2010 01:41,Jeremy Ross,27-07-2010 01:41,http://jeremyross.org,"Dallas, TX",2,0,0,NULL,NULL,NULL
378,316,27-07-2010 01:42,Eric Suh,08-09-2011 19:48,NULL,"Princeton, NJ",6,2,0,NULL,NULL,NULL
380,101,27-07-2010 01:46,Jonik,08-07-2013 19:35,http://careers.stackoverflow.com/jonik,Finland,2,4,0,35,NULL,NULL
381,101,27-07-2010 01:49,Rex M,28-02-2014 14:30,http://www.rexmorgan.net,United States,0,1,0,NULL,NULL,NULL
382,101,27-07-2010 01:52,81bronco,11-08-2010 22:51,http://raleighbuckner.com,South Carolina,0,0,0,38,NULL,NULL
383,101,27-07-2010 01:57,Tony Meyer,31-12-2013 05:26,http://tonyandrewmeyer.com,New Zealand,1,3,0,35,NULL,NULL
384,101,27-07-2010 02:00,x3ja,27-07-2010 02:00,http://x3ja.co.uk,"Nottingham, United Kingdom",0,0,0,35,NULL,NULL
385,101,27-07-2010 02:03,Sim,03-09-2010 01:00,http://twitter/simalam,Australia,0,0,0,46,NULL,NULL
386,891,27-07-2010 02:08,Douglas S. Stones,29-10-2013 14:50,https://sites.google.com/site/rknmodn/,"Halifax, Canada",185,55,0,32,NULL,NULL
389,101,27-07-2010 02:28,Michael Ekstrand,28-04-2014 21:48,http://elehack.net/michael,"San Marcos, TX",0,7,0,29,NULL,NULL
390,101,27-07-2010 02:32,Kris Erickson,27-07-2010 02:32,http://kris-erickson.tumblr.com/,"Vancouver, Canada",0,0,0,44,NULL,NULL
391,101,27-07-2010 02:37,jjnguy,23-05-2012 13:25,NULL,"St Paul, MN",2,1,0,28,NULL,NULL
392,101,27-07-2010 02:45,Guru,11-11-2012 22:53,http://guruparan18.wordpress.com,"Portland, OR",2,1,0,31,NULL,NULL
393,101,27-07-2010 02:46,esm,27-07-2010 02:46,http://esm.logic.net/,"Aurora, IL",1,0,0,40,NULL,NULL
394,33,27-07-2010 02:48,Shelby,04-12-2011 16:33,NULL,NULL,5,0,0,NULL,NULL,NULL
395,101,27-07-2010 02:56,jmanning2k,11-11-2011 20:08,http://www.alisa-jon.net/,United States,0,7,0,36,NULL,NULL
396,101,27-07-2010 03:02,Andrew Koester,08-07-2013 19:31,http://www.neocodenetworks.com,Michigan,2,0,0,26,NULL,NULL
397,101,27-07-2010 03:05,Andriyev,13-07-2011 04:15,NULL,"Burbank, CA",7,2,0,NULL,NULL,NULL
398,101,27-07-2010 03:08,Nikhil,14-08-2012 04:00,http://www.technikhil.com,"Thiruvananthapuram, India",4,1,0,37,NULL,NULL
399,101,27-07-2010 03:19,Nick Berardi,22-10-2010 02:38,http://coderjournal.com,"Collegeville, PA",0,0,0,34,NULL,NULL
400,213,27-07-2010 03:25,Jfly,10-08-2014 17:44,NULL,NULL,14,0,0,NULL,NULL,NULL
401,6906,27-07-2010 03:35,Charlie,27-08-2014 18:09,http://cgibbons.us,"San Francisco, CA",1070,394,6,31,NULL,NULL
402,61,27-07-2010 03:55,Paul Braddon,27-07-2010 22:44,NULL,NULL,2,0,0,NULL,NULL,NULL
406,101,27-07-2010 04:34,Bernard Chen,05-08-2010 18:49,NULL,NULL,2,0,0,NULL,NULL,NULL
407,101,27-07-2010 04:51,nicerobot,23-08-2013 04:26,http://nicerobot.org,United States,2,0,0,NULL,NULL,NULL
408,101,27-07-2010 05:37,Jeff Swensen,27-03-2014 15:20,NULL,New Jersey,1,0,0,33,NULL,NULL
410,123,27-07-2010 06:49,scw,11-09-2014 22:12,http://twitter.com/scw,"Boston, MA",5,21,0,NULL,NULL,NULL
411,101,27-07-2010 06:59,Zoredache,09-03-2014 08:20,https://plus.google.com/116016060571998963190/posts,"Anacortes, WA",1,2,0,38,NULL,NULL
412,101,27-07-2010 07:02,Cornelius,03-06-2014 03:31,http://mirczynski.com,Singapore,1,8,0,28,NULL,NULL
413,101,27-07-2010 07:09,AVD,23-01-2013 13:31,https://twitter.com/avd_kvp,India,0,26,0,43,NULL,NULL
414,106,27-07-2010 07:11,Tom Carter,13-02-2014 06:20,http://www.tom-carter.net,"Vay, France",4,1,0,44,NULL,NULL
417,101,27-07-2010 07:28,Alexander Konstantinov,13-11-2013 09:56,http://alexanderkonstantinov.wordpress.com/,"Riga, Latvia",1,1,0,34,NULL,NULL
419,379,27-07-2010 07:48,Wojtek,10-01-2014 18:27,NULL,"Lodz, Poland",25,7,0,45,NULL,NULL
420,101,27-07-2010 07:51,Ivo Flipse,25-07-2014 21:59,http://www.flipserd.com/blog,"Huissen, Netherlands",4,244,0,29,NULL,NULL
422,111,27-07-2010 08:05,momobo,10-09-2014 14:53,NULL,"Bologna, Italy",1,7,0,NULL,NULL,NULL
424,101,27-07-2010 08:15,Bartosz Radaczyński,27-07-2010 08:15,http://bradaczynski.wordpress.com/,"Łódź, Poland",1,0,0,36,NULL,NULL
426,101,27-07-2010 08:27,mhenrixon,27-07-2010 08:27,http://blog.zoolutions.se/,"Växjö, Sweden",1,0,0,36,NULL,NULL
427,38,27-07-2010 08:33,Jiri Lukavsky,20-08-2014 07:39,http://www.jirilukavsky.info,"Prague, Czech Republic",10,17,0,36,http://i.stack.imgur.com/KNKIE.jpg,KNKIE.jpg
428,126,27-07-2010 08:35,ninjaPixel,03-12-2013 21:33,http://www.ninjaPixel.eu,"Channel Islands, United Kingdom",1,0,0,32,NULL,NULL
431,71,27-07-2010 08:42,Andrew V,11-11-2013 14:06,NULL,United Kingdom,28,1,0,NULL,NULL,NULL
432,101,27-07-2010 08:53,izb,24-06-2014 13:59,http://www.yeahbutisitart.com/,"Scotland, United Kingdom",1,0,0,38,NULL,NULL
434,111,27-07-2010 09:05,Paolo,01-08-2014 11:49,http://onertipaday.blogspot.com,"San Michele all'Adige, Italy",7,54,0,NULL,NULL,NULL
435,101,27-07-2010 09:09,mika,25-05-2012 11:01,http://www.flowmarks.com,"Helsinki, Finland",1,0,0,36,NULL,NULL
436,101,27-07-2010 09:24,marklam,02-07-2014 15:27,http://nonodes.spunow.co.uk,NULL,0,0,0,42,NULL,NULL
438,2133,27-07-2010 09:38,doug,11-08-2014 05:54,http://careers.stackoverflow.com/dougybarbo,"San Francisco, CA",272,28,1,44,NULL,NULL
439,2031,27-07-2010 09:47,NPE,15-08-2014 13:39,NULL,"London, United Kingdom",268,152,1,NULL,NULL,NULL
440,101,27-07-2010 09:54,lhahne,27-07-2010 09:54,NULL,NULL,0,0,0,NULL,NULL,NULL
441,101,27-07-2010 09:56,ihuston,12-07-2014 12:30,http://www.ianhuston.net,"London, United Kingdom",0,0,0,32,NULL,NULL
442,6431,27-07-2010 10:01,Henrik,13-09-2014 12:14,http://singmann.org,"Freiburg, Germany",973,857,21,31,NULL,NULL
443,11,27-07-2010 10:54,noworries,19-06-2013 15:52,NULL,NULL,1,0,0,NULL,NULL,NULL
444,101,27-07-2010 11:08,oluies,21-11-2011 19:11,http://twitter.com/#!/oluies,Sweden,0,0,0,40,NULL,NULL
445,152,27-07-2010 11:14,Mike Wong,01-09-2011 00:25,http://none,"Nova Scotia, Canada",10,32,0,27,NULL,NULL
446,118,27-07-2010 11:28,ariddell,01-02-2014 17:19,http://ariddell.org,NULL,8,12,0,NULL,NULL,NULL
447,1422,27-07-2010 11:31,Dave Kellen,24-01-2011 17:39,NULL,NULL,173,20,0,NULL,NULL,NULL
449,12813,27-07-2010 12:10,onestop,13-06-2014 20:48,http://www.onestop.co.uk,United Kingdom,1089,1607,57,NULL,NULL,NULL
452,111,27-07-2010 12:49,Carl,01-08-2014 11:41,http://stackoverflow.com/users/167973/carl,"Gainesville, FL",1,3,0,32,NULL,NULL
453,131,27-07-2010 12:49,Chris,15-11-2011 00:26,NULL,"Peterborough, Canada",1,0,0,27,NULL,NULL
455,378,27-07-2010 12:53,Larry Wang,23-09-2010 01:40,NULL,"Madison, WI",24,26,0,27,NULL,NULL
456,101,27-07-2010 12:56,xiechao,18-08-2011 06:35,NULL,NULL,1,0,0,NULL,NULL,NULL
457,101,27-07-2010 12:58,njd,21-02-2011 15:05,http://www.bl.uk,United Kingdom,0,0,0,43,NULL,NULL
458,101,27-07-2010 12:58,Jenea,21-09-2010 12:54,NULL,"Chisinau, Moldova",0,0,0,27,NULL,NULL
460,148,27-07-2010 13:09,pramodc84,02-09-2013 03:58,http://www.pramodc.wordpress.com,"Bangalore, India",5,4,0,30,NULL,NULL
461,101,27-07-2010 13:15,jpalecek,26-10-2012 19:20,NULL,NULL,2,13,0,NULL,NULL,NULL
462,101,27-07-2010 13:17,Andrew,06-11-2010 03:17,http://N/A,"Kansas City, KS",0,0,0,35,NULL,NULL
463,141,27-07-2010 13:39,Vipul,16-08-2014 05:20,NULL,"Chicago, IL",11,11,0,28,NULL,NULL
465,101,27-07-2010 13:44,Ricket,05-11-2010 22:35,http://www.richardcarter.org/,"Raleigh, NC",1,0,0,24,NULL,NULL
467,101,27-07-2010 14:04,Eric Wilson,18-04-2014 23:45,http://wilsonericn.wordpress.com,"Circleville, OH",3,3,0,42,NULL,NULL
468,141,27-07-2010 14:34,Sinan Ünür,30-11-2012 14:57,http://www.unur.com/,"Ithaca, NY",1,2,0,45,NULL,NULL
469,101,27-07-2010 14:51,jeffm,12-10-2010 23:20,http://jeffmetzner.spaces.live.com,United States,0,1,0,47,NULL,NULL
472,101,27-07-2010 15:01,Carl Manaster,01-08-2010 16:11,http://undisclosed-recipients.blogspot.com,"San Diego, CA",0,0,0,52,NULL,NULL
474,22,27-07-2010 15:08,Tailltu,03-08-2010 14:23,NULL,NULL,12,0,0,NULL,NULL,NULL
475,101,27-07-2010 15:13,Carter Tazio Schonwald,30-08-2014 14:12,http://www.cstheory.net,"New York, United States",1,0,0,26,NULL,NULL
476,208,27-07-2010 15:19,hatorade,28-06-2011 23:06,NULL,NULL,7,0,1,NULL,NULL,NULL
478,300,27-07-2010 15:21,Richie Cotton,19-08-2014 11:03,NULL,United Kingdom,29,13,0,35,NULL,NULL
480,113,27-07-2010 15:29,mohans,01-08-2010 16:27,NULL,"Dublin, Ireland",4,0,0,NULL,NULL,NULL
481,31,27-07-2010 15:37,iamreddave,02-09-2011 16:12,http://liveatthewitchtrials.blogspot.,"Dublin, Ireland",4,0,0,NULL,NULL,NULL
482,61,27-07-2010 15:39,Alan Scrivner,01-08-2010 15:34,http://www.navsea.navy.mil/nswc/Corona,California,9,0,0,57,NULL,NULL
483,101,27-07-2010 15:39,Adam Goode,05-08-2010 20:01,http://spicenitz.org/~adam/,"Pittsburgh, PA",1,0,0,35,NULL,NULL
485,2908,27-07-2010 15:45,Brett Magill,09-09-2014 21:42,NULL,"St Louis, MO",265,444,11,NULL,NULL,NULL
486,101,27-07-2010 16:04,Ron,13-01-2014 17:40,NULL,NULL,0,46,0,39,NULL,NULL
488,109,27-07-2010 16:20,HoLyVieR,12-03-2013 16:15,http://holyvier.blogspot.com/,"Montreal, Canada",7,2,0,23,NULL,NULL
490,1,27-07-2010 16:25,sheed03,14-07-2011 19:54,NULL,NULL,1,0,0,NULL,NULL,NULL
491,46,27-07-2010 16:52,wormbuff,29-07-2010 11:56,NULL,NULL,3,0,0,NULL,NULL,NULL
492,1,27-07-2010 17:10,stob,20-06-2011 15:29,http://sgcotmaths.takeforum.com,"Welton, IA",6,0,0,51,NULL,NULL
493,909,27-07-2010 17:15,Tristan,21-07-2014 03:29,NULL,NULL,96,87,4,NULL,NULL,NULL
494,11,27-07-2010 17:15,Nathan Harmston,27-09-2012 16:10,NULL,NULL,9,0,0,NULL,NULL,NULL
495,2092,27-07-2010 17:22,Simon Byrne,14-07-2014 08:35,NULL,"Cambridge, United Kingdom",272,32,4,NULL,NULL,NULL
498,19,27-07-2010 17:46,user498,27-07-2010 20:18,NULL,NULL,1,0,0,NULL,NULL,NULL
500,104,27-07-2010 18:01,erikvold,28-08-2010 22:55,http://erikvold.com/index.cfm,NULL,2,0,0,NULL,NULL,NULL
501,300,27-07-2010 18:12,momeara,03-09-2014 14:38,NULL,"Toronto, Canada",20,9,0,30,NULL,NULL
503,108,27-07-2010 19:09,Dariusz Wozniak,16-12-2013 13:23,NULL,NULL,8,1,0,NULL,NULL,NULL
504,101,27-07-2010 19:11,Swinders,10-02-2014 14:57,http://swinders.co.uk,United Kingdom,3,1,0,40,NULL,NULL
506,223,27-07-2010 19:48,Michel de Ruiter,27-04-2014 22:39,http://www.sentient.nl/,"Amsterdam, The Netherlands",29,14,0,38,NULL,NULL
509,139,27-07-2010 20:27,Peter Mortensen,20-07-2014 13:29,http://msquant.sourceforge.net/,"Odense, Denmark",90,24,2,49,NULL,NULL
510,101,27-07-2010 21:01,Suppressingfire,29-04-2011 17:38,http://www.cs.binghamton.edu/~mike,"San Jose, CA",1,0,0,37,NULL,NULL
511,1796,27-07-2010 21:03,Yaroslav Bulatov,13-05-2014 19:49,http://yaroslavvb.blogspot.com,"Mountain View, CA",516,33,4,34,NULL,NULL
512,101,27-07-2010 21:09,Studer,31-07-2010 22:31,http://studer.su,Switzerland,1,0,0,27,NULL,NULL
513,16,27-07-2010 22:00,way4thesub,29-07-2010 01:44,NULL,NULL,5,0,0,NULL,NULL,NULL
516,157,27-07-2010 22:46,JudoWill,12-07-2013 13:51,http://www.willdampier.info,"Philadelphia, PA",11,3,0,31,NULL,NULL
517,101,27-07-2010 22:46,esabine,24-07-2014 12:35,http://twitter.com/esabine,"Charlotte, NC",0,0,0,42,NULL,NULL
520,268,27-07-2010 23:53,gotgenes,06-05-2013 15:42,http://www.gotgenes.com/,"Irvine, CA",42,9,0,32,NULL,NULL
521,2133,28-07-2010 00:56,Thylacoleo,24-11-2010 01:31,NULL,NULL,205,65,0,NULL,NULL,NULL
522,101,28-07-2010 01:04,womble,28-07-2010 01:04,http://hezmatt.org/~mpalmer/blog,"Sydney, Australia",1,0,0,34,NULL,NULL
523,326,28-07-2010 01:16,Washington S. Silva,19-08-2014 02:15,NULL,"Formiga, Brazil",32,10,0,41,http://i.stack.imgur.com/nhtMQ.jpg,nhtMQ.jpg
524,101,28-07-2010 01:32,Chris Bilson,25-09-2012 13:44,http://twitter.com/cbilson/,"Seattle, WA",1,0,0,42,NULL,NULL
526,1,28-07-2010 02:44,Mark,14-06-2014 13:10,http://schaver.com/,"Louisville, KY",1,0,0,53,NULL,NULL
527,125,28-07-2010 03:50,dsolimano,13-09-2014 16:17,http://www.solimano.org,"New York, NY",6,61,0,30,NULL,NULL
528,148,28-07-2010 04:15,Samik R,06-12-2013 05:07,NULL,NULL,22,1,0,NULL,NULL,NULL
529,118,28-07-2010 04:35,Khader Shameer,09-09-2014 00:49,http://twitter.com/kshameer,"Rochester, MN",40,61,0,34,NULL,NULL
530,599,28-07-2010 05:55,emakalic,24-05-2012 01:32,http://www.emakalic.org/blog,"Melbourne, Australia",77,2,0,NULL,NULL,NULL
531,19,28-07-2010 06:17,user531,30-07-2010 07:52,NULL,NULL,7,0,0,NULL,NULL,NULL
536,101,28-07-2010 07:30,bjarkef,28-01-2014 11:47,NULL,Denmark,1,0,0,NULL,NULL,NULL
539,279,28-07-2010 09:30,Clair Crossupton,12-05-2014 10:44,NULL,NULL,31,14,0,NULL,NULL,NULL
